Timestamp,Acc_X,Acc_Y,Acc_Z,Activity
1581738545049,0.13520813,0.9206238,9.626144,SITTING
1581738545068,0.18908691,0.84880066,9.695572,SITTING
1581738545089,0.12564087,0.8535919,9.719513,SITTING
1581738545109,0.10169983,0.767395,9.888306,SITTING
1581738545130,0.010726929,0.70755005,10.085815,SITTING
1581738545150,-0.0443573,0.72789,10.14328,SITTING
1581738545218,-0.10180664,0.7745819,10.012802,SITTING
1581738545219,-0.18083191,0.91464233,9.844009,SITTING
1581738545228,-0.21434021,0.9948425,9.706345,SITTING
1581738545228,-0.11857605,0.980484,9.70874,SITTING
1581738545247,-0.16287231,1.0056152,9.703949,SITTING
1581738545266,-0.14849854,1.0307617,9.578247,SITTING
1581738545288,-0.07069397,1.0307617,9.530365,SITTING
1581738545307,0.026275635,0.97927856,9.689575,SITTING
1581738545330,0.110076904,0.9637146,9.645294,SITTING
1581738545350,0.11366272,0.9924469,9.37355,SITTING
1581738545422,-6.1035156E-05,1.0235748,9.390305,SITTING
1581738545422,-0.074279785,0.9780884,9.652466,SITTING
1581738545422,0.01789856,0.88591003,9.774582,SITTING
1581738545427,0.02268982,0.9397888,9.608185,SITTING
1581738545446,-0.004852295,1.0283661,9.407059,SITTING
1581738545467,0.12205505,1.0139923,9.399887,SITTING
1581738545485,0.088531494,1.0846252,9.431015,SITTING
1581738545504,0.10409546,1.0534973,9.609375,SITTING
1581738545524,0.14360046,0.91104126,9.934982,SITTING
1581738545544,-0.0012664795,0.83921814,10.118134,SITTING
1581738545615,-0.08267212,0.8236542,10.132507,SITTING
1581738545615,0.0011444092,0.87753296,9.975693,SITTING
1581738545615,-0.064712524,0.97688293,9.793732,SITTING
1581738545624,-0.06829834,0.9709015,9.620148,SITTING
1581738545643,0.06338501,0.9421692,9.557907,SITTING
1581738545663,0.1388092,1.0846252,9.504028,SITTING
1581738545690,0.13641357,1.1995544,9.243057,SITTING
1581738545703,0.107681274,1.1636353,9.244263,SITTING
1581738545723,0.0418396,1.0858154,9.468109,SITTING
1581738545744,0.026275635,1.0223846,9.538742,SITTING
1581738545821,0.047821045,0.94815063,9.700363,SITTING
1581738545821,0.09211731,0.81648254,10.002029,SITTING
1581738545821,0.15795898,0.71232605,10.08223,SITTING
1581738545822,0.09211731,0.77697754,10.002029,SITTING
1581738545842,-0.12336731,0.99365234,9.717117,SITTING
1581738545863,-0.17243958,1.0570984,9.691971,SITTING
1581738545882,-0.047943115,0.9613342,9.785339,SITTING
1581738545903,-0.079071045,0.9840698,9.756622,SITTING
1581738545926,-0.08744812,0.9996338,9.662048,SITTING
1581738545946,-0.0443573,1.0307617,9.476501,SITTING
1581738546023,0.00831604,1.04393,9.37355,SITTING
1581738546023,0.08973694,0.94337463,9.592621,SITTING
1581738546023,0.19387817,0.81648254,9.794922,SITTING
1581738546023,0.23338318,0.8260498,9.78894,SITTING
1581738546041,0.07536316,1.0116119,9.671631,SITTING
1581738546063,-0.10900879,1.1372986,9.592621,SITTING
1581738546082,-0.012039185,1.04393,9.707535,SITTING
1581738546101,0.1459961,0.8475952,9.96373,SITTING
1581738546122,0.19148254,0.8045044,9.872742,SITTING
1581738546145,0.04423523,0.9673157,9.559097,SITTING
1581738546221,-0.02999878,0.9888611,9.4609375,SITTING
1581738546221,0.0023345947,0.94577026,9.578247,SITTING
1581738546221,-0.02760315,0.8930969,9.571075,SITTING
1581738546221,0.05859375,0.8356323,9.687195,SITTING
1581738546239,0.074157715,0.7865448,9.818863,SITTING
1581738546258,0.15795898,0.81288147,9.5997925,SITTING
1581738546279,0.102890015,0.91822815,9.356796,SITTING
1581738546300,0.033462524,0.9421692,9.610565,SITTING
1581738546323,0.13162231,0.8930969,9.74585,SITTING
1581738546341,0.22979736,0.8751373,9.706345,SITTING
1581738546397,0.25253296,0.8547821,9.759018,SITTING
1581738546397,0.30041504,0.76979065,9.919434,SITTING
1581738546397,0.26330566,0.8236542,9.7578125,SITTING
1581738546418,0.18669128,0.9744873,9.464523,SITTING
1581738546438,0.15795898,0.9744873,9.496857,SITTING
1581738546458,0.21421814,0.8547821,9.776978,SITTING
